sku,link_type,linked_skus
DRX-HL-BED-SLEIGH,crosssell,"DRX-HL-NS-INDUSTRI,DRX-HL-NS-TALL"
DRX-HL-BED-DAYBED,related,"DRX-HL-BED-002,DRX-HL-BED-STORAGE,DRX-HL-BED-LOW-PLAT"
DRX-HL-BED-DAYBED,upsell,"DRX-HL-BED-MURPHY,DRX-HL-BED-INDUSTRI"
DRX-HL-BED-DAYBED,crosssell,"DRX-HL-NS-GLASS-TO,DRX-HL-NS-MID-CENT"
DRX-HL-BED-BUNK,related,"DRX-HL-BED-4-POSTER,DRX-HL-BED-LOW-PLAT,DRX-HL-BED-DAYBED"
DRX-HL-BED-BUNK,upsell,"DRX-HL-BED-MURPHY,DRX-HL-BED-TRUNDLE"
DRX-HL-BED-BUNK,crosssell,"DRX-HL-WAR-TWO-DOOR,DRX-HL-NS-GLASS-TO"
DRX-HL-BED-TRUNDLE,related,"DRX-HL-BED-DAYBED,DRX-HL-BED-INDUSTRI,DRX-HL-BED-BUNK"
DRX-HL-BED-TRUNDLE,upsell,"DRX-HL-BED-MURPHY,DRX-HL-BED-BOUCLE-U"
DRX-HL-BED-TRUNDLE,crosssell,"DRX-HL-WAR-GLASS-FR,DRX-HL-WA-002"
DRX-HL-BED-MURPHY,related,"DRX-HL-BED-BOUCLE-U,DRX-HL-BED-TRUNDLE,DRX-HL-BED-006"
DRX-HL-BED-MURPHY,upsell,DRX-HL-BED-INDUSTRI
DRX-HL-BED-MURPHY,crosssell,"DRX-HL-NS-TWO-DRAW,DRX-HL-NS-BOHEMIAN"
DRX-HL-NS-TWO-DRAW,related,"DRX-HL-NS-005,DRX-HL-NS-OPEN-SHE,DRX-HL-NS-007"
DRX-HL-NS-TWO-DRAW,upsell,"DRX-HL-NS-MID-CENT,DRX-HL-NS-TALL"
DRX-HL-NS-TWO-DRAW,crosssell,"DRX-HL-BED-002,DRX-HL-TL-BANKER"
DRX-HL-NS-OPEN-SHE,related,"DRX-HL-NS-INDUSTRI,DRX-HL-NS-002,DRX-HL-NS-GLASS-TO"
DRX-HL-NS-OPEN-SHE,upsell,"DRX-HL-NS-008,DRX-HL-NS-MODERN-B"
DRX-HL-NS-OPEN-SHE,crosssell,"DRX-HL-WAR-WHITE-LA,DRX-HL-VAS-009"
DRX-HL-NS-MID-CENT,related,"DRX-HL-NS-MINIMALI,DRX-HL-NS-009,DRX-HL-NS-002"
DRX-HL-NS-MID-CENT,upsell,"DRX-HL-NS-FLOATING,DRX-HL-NS-MODERN-B"
DRX-HL-NS-MID-CENT,crosssell,"DRX-HL-BED-004,DRX-HL-WAR-CORNER"
DRX-HL-NS-TALL,related,"DRX-HL-NS-BOHEMIAN,DRX-HL-NS-009,DRX-HL-NS-006"
DRX-HL-NS-TALL,upsell,DRX-HL-NS-MODERN-B
DRX-HL-NS-TALL,crosssell,"DRX-HL-VAS-SPECKLED,DRX-HL-TL-APOTHECA"
DRX-HL-NS-ROUND,related,"DRX-HL-NS-FLOATING,DRX-HL-NS-009,DRX-HL-NS-004"
DRX-HL-NS-ROUND,upsell,"DRX-HL-NS-FLOATING,DRX-HL-NS-MODERN-B"
DRX-HL-NS-ROUND,crosssell,"DRX-HL-BED-005,DRX-HL-TL-APOTHECA"
DRX-HL-NS-FLOATING,related,"DRX-HL-NS-MODERN-B,DRX-HL-NS-008,DRX-HL-NS-ROUND"
DRX-HL-NS-FLOATING,upsell,DRX-HL-NS-MODERN-B
DRX-HL-NS-FLOATING,crosssell,"DRX-HL-WAR-OPEN,DRX-HL-BED-BUNK"
DRX-HL-NS-MODERN-B,related,"DRX-HL-NS-TALL,DRX-HL-NS-FLOATING,DRX-HL-NS-MID-CENT"
DRX-HL-NS-MODERN-B,crosssell,"DRX-HL-WAR-COMPACT,DRX-HL-VAS-HAND-THR"
DRX-HL-NS-GLASS-TO,related,"DRX-HL-NS-OPEN-SHE,DRX-HL-NS-005,DRX-HL-NS-TWO-DRAW"
DRX-HL-NS-GLASS-TO,upsell,"DRX-HL-NS-FLOATING,DRX-HL-NS-003"
DRX-HL-NS-GLASS-TO,crosssell,"DRX-HL-WAR-003,DRX-HL-WAR-MINIMALI"
DRX-HL-NS-INDUSTRI,related,"DRX-HL-NS-OPEN-SHE,DRX-HL-NS-007,DRX-HL-NS-001"
DRX-HL-NS-INDUSTRI,upsell,"DRX-HL-NS-FLOATING,DRX-HL-NS-TALL"
DRX-HL-NS-INDUSTRI,crosssell,"DRX-HL-TL-MUSHROOM,DRX-HL-VAS-GEOMETRI"
DRX-HL-NS-BOHEMIAN,related,"DRX-HL-NS-OPEN-SHE,DRX-HL-NS-004,DRX-HL-NS-006"
DRX-HL-NS-BOHEMIAN,upsell,"DRX-HL-NS-ROUND,DRX-HL-NS-FLOATING"
DRX-HL-NS-BOHEMIAN,crosssell,"DRX-HL-WAR-COMPACT,DRX-HL-VAS-006"
DRX-HL-NS-MINIMALI,related,"DRX-HL-NS-002,DRX-HL-NS-MID-CENT,DRX-HL-NS-008"
DRX-HL-NS-MINIMALI,upsell,"DRX-HL-NS-FLOATING,DRX-HL-NS-MODERN-B"
DRX-HL-NS-MINIMALI,crosssell,"DRX-HL-VAS-MINI,DRX-HL-BED-BOUCLE-U"
DRX-HL-WAR-TWO-DOOR,related,"DRX-HL-WAR-CORNER,DRX-HL-WAR-005,DRX-HL-WAR-001"
DRX-HL-WAR-TWO-DOOR,upsell,"DRX-HL-WAR-SLIDING,DRX-HL-WAR-004"
DRX-HL-WAR-TWO-DOOR,crosssell,"DRX-HL-NS-MID-CENT,DRX-HL-BED-DAYBED"
DRX-HL-WAR-THREE-DO,related,"DRX-HL-WAR-TWO-DOOR,DRX-HL-WAR-002,DRX-HL-WAR-WALNUT"
DRX-HL-WAR-THREE-DO,upsell,"DRX-HL-WAR-COMPACT,DRX-HL-WAR-MID-CENT"
DRX-HL-WAR-THREE-DO,crosssell,"DRX-HL-NS-008,DRX-HL-NS-TWO-DRAW"
DRX-HL-WAR-SLIDING,related,"DRX-HL-WAR-WALNUT,DRX-HL-WAR-WHITE-LA,DRX-HL-WAR-002"
DRX-HL-WAR-SLIDING,upsell,"DRX-HL-WAR-MID-CENT,DRX-HL-WAR-TALL-XL"
DRX-HL-WAR-SLIDING,crosssell,"DRX-HL-BED-TRUNDLE,DRX-HL-BED-DAYBED"
DRX-HL-WAR-OPEN,related,"DRX-HL-WAR-COMPACT,DRX-HL-WAR-INDUSTRI,DRX-HL-WAR-003"
DRX-HL-WAR-OPEN,upsell,"DRX-HL-WAR-MINIMALI,DRX-HL-WAR-MIRRORED"
DRX-HL-WAR-OPEN,crosssell,"DRX-HL-BED-DAYBED,DRX-HL-BED-002"
DRX-HL-WAR-COMPACT,related,"DRX-HL-WAR-OPEN,DRX-HL-WAR-004,DRX-HL-WAR-INDUSTRI"
DRX-HL-WAR-COMPACT,upsell,"DRX-HL-WAR-MINIMALI,DRX-HL-WAR-MID-CENT"
DRX-HL-WAR-COMPACT,crosssell,"DRX-HL-NS-003,DRX-HL-NS-ROUND"
DRX-HL-WAR-TALL-XL,related,"DRX-HL-WAR-004,DRX-HL-WAR-OPEN,DRX-HL-WAR-MIRRORED"
DRX-HL-WAR-TALL-XL,upsell,"DRX-HL-WAR-MINIMALI,DRX-HL-WAR-MIRRORED"
DRX-HL-WAR-TALL-XL,crosssell,"DRX-HL-FL-001,DRX-HL-MIR-CLUSTER-"
DRX-HL-WAR-MIRRORED,related,"DRX-HL-WAR-TALL-XL,DRX-HL-WAR-004,DRX-HL-WAR-COMPACT"
DRX-HL-WAR-MIRRORED,crosssell,"DRX-HL-FL-005,DRX-HL-NS-009"
DRX-HL-WAR-GLASS-FR,related,"DRX-HL-WAR-CORNER,DRX-HL-WAR-001,DRX-HL-WAR-TWO-DOOR"
DRX-HL-WAR-GLASS-FR,upsell,"DRX-HL-WAR-TALL-XL,DRX-HL-WAR-COMPACT"
DRX-HL-WAR-GLASS-FR,crosssell,"DRX-HL-NS-BOHEMIAN,DRX-HL-MIR-DECORATI"
DRX-HL-WAR-WALNUT,related,"DRX-HL-WAR-001,DRX-HL-WAR-CORNER,DRX-HL-WAR-TWO-DOOR"
DRX-HL-WAR-WALNUT,upsell,"DRX-HL-WAR-TALL-XL,DRX-HL-WAR-MIRRORED"
DRX-HL-WAR-WALNUT,crosssell,"DRX-HL-BED-RATTAN,DRX-HL-FL-003"
DRX-HL-WAR-WHITE-LA,related,"DRX-HL-WAR-OPEN,DRX-HL-WAR-002,DRX-HL-WAR-WALNUT"
DRX-HL-WAR-WHITE-LA,upsell,"DRX-HL-WAR-MID-CENT,DRX-HL-WAR-MINIMALI"
DRX-HL-WAR-WHITE-LA,crosssell,"DRX-HL-BED-TRUNDLE,DRX-HL-BED-CANOPY"
DRX-HL-WAR-INDUSTRI,related,"DRX-HL-WAR-004,DRX-HL-WAR-SLIDING,DRX-HL-WAR-WHITE-LA"
DRX-HL-WAR-INDUSTRI,upsell,"DRX-HL-WAR-MIRRORED,DRX-HL-WAR-MINIMALI"
DRX-HL-WAR-INDUSTRI,crosssell,"DRX-HL-FL-GLOBE,DRX-HL-FL-008"
DRX-HL-WAR-BOHEMIAN,related,"DRX-HL-WAR-COMPACT,DRX-HL-WAR-OPEN,DRX-HL-WAR-MID-CENT"
DRX-HL-WAR-BOHEMIAN,upsell,"DRX-HL-WAR-MINIMALI,DRX-HL-WAR-TALL-XL"
DRX-HL-WAR-BOHEMIAN,crosssell,"DRX-HL-BED-INDUSTRI,DRX-HL-BED-MINIMALI"
DRX-HL-WAR-MID-CENT,related,"DRX-HL-WAR-TALL-XL,DRX-HL-WAR-MINIMALI,DRX-HL-WAR-BOHEMIAN"
DRX-HL-WAR-MID-CENT,upsell,"DRX-HL-WAR-TALL-XL,DRX-HL-WAR-MINIMALI"
DRX-HL-WAR-MID-CENT,crosssell,"DRX-HL-MIR-004,DRX-HL-MIR-DECORATI"
DRX-HL-WAR-MINIMALI,related,"DRX-HL-WAR-MIRRORED,DRX-HL-WAR-MID-CENT,DRX-HL-WAR-004"
DRX-HL-WAR-MINIMALI,upsell,DRX-HL-WAR-MIRRORED
DRX-HL-WAR-MINIMALI,crosssell,"DRX-HL-MIR-CAPSULE,DRX-HL-MIR-001"
DRX-HL-WAR-CORNER,related,"DRX-HL-WAR-TWO-DOOR,DRX-HL-WAR-WALNUT,DRX-HL-WAR-001"
DRX-HL-WAR-CORNER,upsell,"DRX-HL-WAR-TALL-XL,DRX-HL-WAR-004"
DRX-HL-WAR-CORNER,crosssell,"DRX-HL-BED-CANOPY,DRX-HL-BED-BOUCLE-U"
DRX-HL-DT-ROUND-4-,related,"DRX-HL-DT-004,DRX-HL-DT-TRESTLE,DRX-HL-DT-006"
DRX-HL-DT-ROUND-4-,upsell,"DRX-HL-DT-001,DRX-HL-DT-COMPACT-"
DRX-HL-DT-ROUND-4-,crosssell,"DRX-HL-VAS-008,DRX-HL-DC-INDUSTRI"
DRX-HL-DT-LONG-REC,related,"DRX-HL-DT-001,DRX-HL-DT-EXTENDIN,DRX-HL-DT-TRESTLE"
DRX-HL-DT-LONG-REC,upsell,"DRX-HL-DT-GLASS-TO,DRX-HL-DT-003"
DRX-HL-DT-LONG-REC,crosssell,"DRX-HL-DC-WISHBONE-2,DRX-HL-VAS-SQUAT"
DRX-HL-DT-EXTENDIN,related,"DRX-HL-DT-LONG-REC,DRX-HL-DT-MARBLE-T,DRX-HL-DT-001"
DRX-HL-DT-EXTENDIN,upsell,"DRX-HL-DT-GLASS-TO,DRX-HL-DT-INDUSTRI"
DRX-HL-DT-EXTENDIN,crosssell,"DRX-HL-VAS-006,DRX-HL-DC-LADDER-B"
DRX-HL-DT-MARBLE-T,related,"DRX-HL-DT-MINIMALI,DRX-HL-DT-005,DRX-HL-DT-002"
DRX-HL-DT-MARBLE-T,upsell,"DRX-HL-DT-INDUSTRI,DRX-HL-DT-COMPACT-"
DRX-HL-DT-MARBLE-T,crosssell,"DRX-HL-DC-LADDER-B,DRX-HL-VAS-005"
DRX-HL-DT-LIVE-EDG,related,"DRX-HL-DT-COUNTER-,DRX-HL-DT-GLASS-TO,DRX-HL-DT-001"
DRX-HL-DT-LIVE-EDG,upsell,"DRX-HL-DT-GLASS-TO,DRX-HL-DT-COUNTER-"
DRX-HL-DT-LIVE-EDG,crosssell,"DRX-HL-VAS-GLASS-TA,DRX-HL-WA-GEOMETRI"
DRX-HL-DT-GLASS-TO,related,"DRX-HL-DT-002,DRX-HL-DT-INDUSTRI,DRX-HL-DT-MINIMALI"
DRX-HL-DT-GLASS-TO,upsell,"DRX-HL-DT-INDUSTRI,DRX-HL-DT-COMPACT-"
DRX-HL-DT-GLASS-TO,crosssell,"DRX-HL-PL-004,DRX-HL-PL-DRUM"
DRX-HL-DT-INDUSTRI,related,"DRX-HL-DT-GLASS-TO,DRX-HL-DT-COMPACT-,DRX-HL-DT-LIVE-EDG"
DRX-HL-DT-INDUSTRI,crosssell,"DRX-HL-DC-001,DRX-HL-PL-004"
DRX-HL-DT-PEDESTAL,related,"DRX-HL-DT-ROUND-4-,DRX-HL-DT-LONG-REC,DRX-HL-DT-TRESTLE"
DRX-HL-DT-PEDESTAL,upsell,"DRX-HL-DT-EXTENDIN,DRX-HL-DT-001"
DRX-HL-DT-PEDESTAL,crosssell,"DRX-HL-DC-004,DRX-HL-DC-WINDSOR"
DRX-HL-DT-TRESTLE,related,"DRX-HL-DT-PEDESTAL,DRX-HL-DT-EXTENDIN,DRX-HL-DT-006"
DRX-HL-DT-TRESTLE,upsell,"DRX-HL-DT-GLASS-TO,DRX-HL-DT-INDUSTRI"
DRX-HL-DT-TRESTLE,crosssell,"DRX-HL-VAS-MINI,DRX-HL-VAS-004"
DRX-HL-DT-MID-CENT,related,"DRX-HL-DT-004,DRX-HL-DT-ROUND-4-,DRX-HL-DT-006"
DRX-HL-DT-MID-CENT,upsell,"DRX-HL-DT-INDUSTRI,DRX-HL-DT-COUNTER-"
DRX-HL-DT-MID-CENT,crosssell,"DRX-HL-WA-MAP,DRX-HL-WA-JAPANESE"
DRX-HL-DT-BOHEMIAN,related,"DRX-HL-DT-002,DRX-HL-DT-001,DRX-HL-DT-004"
DRX-HL-DT-BOHEMIAN,upsell,"DRX-HL-DT-COMPACT-,DRX-HL-DT-INDUSTRI"
DRX-HL-DT-BOHEMIAN,crosssell,"DRX-HL-DC-WISHBONE,DRX-HL-PL-DRUM"
DRX-HL-DT-MINIMALI,related,"DRX-HL-DT-GLASS-TO,DRX-HL-DT-LIVE-EDG,DRX-HL-DT-COUNTER-"
DRX-HL-DT-MINIMALI,upsell,"DRX-HL-DT-COMPACT-,DRX-HL-DT-GLASS-TO"
DRX-HL-DT-MINIMALI,crosssell,"DRX-HL-VAS-HAND-THR,DRX-HL-PL-DRUM"
DRX-HL-DT-COUNTER-,related,"DRX-HL-DT-MARBLE-T,DRX-HL-DT-MINIMALI,DRX-HL-DT-003"
DRX-HL-DT-COUNTER-,upsell,"DRX-HL-DT-COMPACT-,DRX-HL-DT-INDUSTRI"
DRX-HL-DT-COUNTER-,crosssell,"DRX-HL-DC-TULIP,DRX-HL-PL-INDUSTRI"
DRX-HL-DT-COMPACT-,related,"DRX-HL-DT-COUNTER-,DRX-HL-DT-MINIMALI,DRX-HL-DT-INDUSTRI"
DRX-HL-DT-COMPACT-,upsell,DRX-HL-DT-INDUSTRI
DRX-HL-DT-COMPACT-,crosssell,"DRX-HL-DC-006,DRX-HL-PL-GLASS-GL"
DRX-HL-DC-WISHBONE,related,"DRX-HL-DC-TUFTED,DRX-HL-DC-007,DRX-HL-DC-001"
DRX-HL-DC-WISHBONE,upsell,"DRX-HL-DC-CROSS-BA,DRX-HL-DC-006"
DRX-HL-DC-WISHBONE,crosssell,"DRX-HL-DT-COMPACT-,DRX-HL-DT-PEDESTAL"
DRX-HL-DC-WINDSOR,related,"DRX-HL-DC-003,DRX-HL-DC-005,DRX-HL-DC-ROPE-SEA"
DRX-HL-DC-WINDSOR,upsell,"DRX-HL-DC-LADDER-B,DRX-HL-DC-008"
DRX-HL-DC-WINDSOR,crosssell,"DRX-HL-DT-001,DRX-HL-PL-CLUSTER"
DRX-HL-DC-CROSS-BA,related,"DRX-HL-DC-FAN-BACK,DRX-HL-DC-009,DRX-HL-DC-005"
DRX-HL-DC-CROSS-BA,upsell,"DRX-HL-DC-TULIP,DRX-HL-DC-WISHBONE-2"
DRX-HL-DC-CROSS-BA,crosssell,"DRX-HL-PL-DRUM,DRX-HL-VAS-006"
DRX-HL-DC-LADDER-B,related,"DRX-HL-DC-009,DRX-HL-DC-CHA,DRX-HL-DC-TULIP"
DRX-HL-DC-LADDER-B,upsell,DRX-HL-DC-INDUSTRI
DRX-HL-DC-LADDER-B,crosssell,"DRX-HL-DT-005,DRX-HL-PL-006"
DRX-HL-DC-TULIP,related,"DRX-HL-DC-008,DRX-HL-DC-009,DRX-HL-DC-WISHBONE-2"
DRX-HL-DC-TULIP,upsell,"DRX-HL-DC-INDUSTRI,DRX-HL-DC-WISHBONE-2"
DRX-HL-DC-TULIP,crosssell,"DRX-HL-VAS-SMOKE-GL,DRX-HL-PL-001"
DRX-HL-DC-WISHBONE-2,related,"DRX-HL-DC-FAN-BACK,DRX-HL-DC-LADDER-B,DRX-HL-DC-CROSS-BA"
DRX-HL-DC-WISHBONE-2,upsell,DRX-HL-DC-INDUSTRI
DRX-HL-DC-WISHBONE-2,crosssell,"DRX-HL-DT-COUNTER-,DRX-HL-DT-LONG-REC"
DRX-HL-DC-INDUSTRI,related,"DRX-HL-DC-CROSS-BA,DRX-HL-DC-001,DRX-HL-DC-WISHBONE"
DRX-HL-DC-INDUSTRI,crosssell,"DRX-HL-DT-LIVE-EDG,DRX-HL-VAS-BOTTLE-N"
DRX-HL-DC-TUFTED,related,"DRX-HL-DC-WISHBONE,DRX-HL-DC-007,DRX-HL-DC-004"
DRX-HL-DC-TUFTED,upsell,"DRX-HL-DC-FAN-BACK,DRX-HL-DC-008"
DRX-HL-DC-TUFTED,crosssell,"DRX-HL-VAS-GLASS-TA,DRX-HL-DT-ROUND-4-"
DRX-HL-DC-ROPE-SEA,related,"DRX-HL-DC-004,DRX-HL-DC-CHA,DRX-HL-DC-TUFTED"
DRX-HL-DC-ROPE-SEA,upsell,"DRX-HL-DC-WISHBONE-2,DRX-HL-DC-008"
DRX-HL-DC-ROPE-SEA,crosssell,"DRX-HL-PL-006,DRX-HL-VAS-SMOKE-GL"
DRX-HL-DC-FAN-BACK,related,"DRX-HL-DC-006,DRX-HL-DC-007,DRX-HL-DC-005"
DRX-HL-DC-FAN-BACK,upsell,"DRX-HL-DC-WISHBONE-2,DRX-HL-DC-TULIP"
DRX-HL-DC-FAN-BACK,crosssell,"DRX-HL-DT-005,DRX-HL-PL-RATTAN"
DRX-HL-PL-GLASS-GL,related,"DRX-HL-PL-INDUSTRI,DRX-HL-PL-004,DRX-HL-PL-SPUTNIK"
DRX-HL-PL-GLASS-GL,upsell,"DRX-HL-PL-RATTAN,DRX-HL-PL-008"
DRX-HL-PL-GLASS-GL,crosssell,"DRX-HL-SOFA-003,DRX-HL-WA-PRT"
DRX-HL-PL-BRASS-DO,related,"DRX-HL-PL-004,DRX-HL-PL-003,DRX-HL-PL-001"
DRX-HL-PL-BRASS-DO,upsell,"DRX-HL-PL-CLUSTER,DRX-HL-PL-PLISS"
DRX-HL-PL-BRASS-DO,crosssell,"DRX-HL-DT-INDUSTRI,DRX-HL-DT-GLASS-TO"
DRX-HL-PL-LINEAR,related,"DRX-HL-PL-PAPER-LA,DRX-HL-PL-003,DRX-HL-PL-002"
DRX-HL-PL-LINEAR,upsell,"DRX-HL-PL-RATTAN,DRX-HL-PL-CONE"
DRX-HL-PL-LINEAR,crosssell,"DRX-HL-SOFA-MID-CENT,DRX-HL-SOFA-CURVED"
DRX-HL-PL-CLUSTER,related,"DRX-HL-PL-DISK,DRX-HL-PL-PLISS,DRX-HL-PL-RATTAN"
DRX-HL-PL-CLUSTER,upsell,DRX-HL-PL-DRUM
DRX-HL-PL-CLUSTER,crosssell,"DRX-HL-WA-TYPOGRAP,DRX-HL-WA-001"
DRX-HL-PL-RATTAN,related,"DRX-HL-PL-CONE,DRX-HL-PL-005,DRX-HL-PL-008"
DRX-HL-PL-RATTAN,upsell,"DRX-HL-PL-CONE,DRX-HL-PL-DRUM"
DRX-HL-PL-RATTAN,crosssell,"DRX-HL-SOFA-LOVESEAT,DRX-HL-WA-001"
DRX-HL-PL-CONE,related,"DRX-HL-PL-DRUM,DRX-HL-PL-RATTAN,DRX-HL-PL-005"
DRX-HL-PL-CONE,upsell,DRX-HL-PL-DRUM
DRX-HL-PL-CONE,crosssell,"DRX-HL-SOFA-DEEP-CON,DRX-HL-DT-005"
DRX-HL-PL-DRUM,related,"DRX-HL-PL-BRASS-DO,DRX-HL-PL-SPUTNIK,DRX-HL-PL-DISK"
DRX-HL-PL-DRUM,crosssell,"DRX-HL-DT-003,DRX-HL-DT-004"
DRX-HL-PL-SPUTNIK,related,"DRX-HL-PL-CLUSTER,DRX-HL-PL-BRASS-DO,DRX-HL-PL-003"
DRX-HL-PL-SPUTNIK,upsell,"DRX-HL-PL-PLISS,DRX-HL-PL-PAPER-LA"
DRX-HL-PL-SPUTNIK,crosssell,"DRX-HL-SOFA-ENGLISH-,DRX-HL-SOFA-CABRIOLE"
DRX-HL-PL-INDUSTRI,related,"DRX-HL-PL-SPUTNIK,DRX-HL-PL-BRASS-DO,DRX-HL-PL-004"
DRX-HL-PL-INDUSTRI,upsell,"DRX-HL-PL-CONE,DRX-HL-PL-008"
DRX-HL-PL-INDUSTRI,crosssell,"DRX-HL-SOFA-LOVESEAT,DRX-HL-WA-MODERNIS"
DRX-HL-PL-PAPER-LA,related,"DRX-HL-PL-DISK,DRX-HL-PL-004,DRX-HL-PL-008"
DRX-HL-PL-PAPER-LA,upsell,"DRX-HL-PL-DRUM,DRX-HL-PL-CONE"
DRX-HL-PL-PAPER-LA,crosssell,"DRX-HL-SOFA-DEEP-CON,DRX-HL-DT-MARBLE-T"
DRX-HL-PL-DISK,related,"DRX-HL-PL-001,DRX-HL-PL-LINEAR,DRX-HL-PL-002"
DRX-HL-PL-DISK,upsell,"DRX-HL-PL-DRUM,DRX-HL-PL-CONE"
DRX-HL-PL-DISK,crosssell,"DRX-HL-SOFA-DEEP-CON,DRX-HL-WA-002"
DRX-HL-PL-PLISS,related,"DRX-HL-PL-007,DRX-HL-PL-002,DRX-HL-PL-005"
DRX-HL-PL-PLISS,upsell,DRX-HL-PL-DRUM
DRX-HL-PL-PLISS,crosssell,"DRX-HL-SOFA-LOVESEAT,DRX-HL-SOFA-COMPACT-"
DRX-HL-FL-TRIPOD,related,"DRX-HL-FL-PLISS,DRX-HL-FL-GLOBE,DRX-HL-FL-003"
DRX-HL-FL-TRIPOD,upsell,"DRX-HL-FL-TORCHIER,DRX-HL-FL-CONE-SHA"
DRX-HL-FL-TRIPOD,crosssell,"DRX-HL-WA-MODERNIS,DRX-HL-LC-EGG"
DRX-HL-FL-ARC,related,"DRX-HL-FL-READING,DRX-HL-FL-MULTI-AR,DRX-HL-FL-TRIPOD"
DRX-HL-FL-ARC,upsell,"DRX-HL-FL-RATTAN,DRX-HL-FL-CONE-SHA"
DRX-HL-FL-ARC,crosssell,"DRX-HL-LC-AAR,DRX-HL-WA-DRIED-FL"
DRX-HL-FL-READING,related,"DRX-HL-FL-ARC,DRX-HL-FL-004,DRX-HL-FL-TORCHIER"
DRX-HL-FL-READING,upsell,"DRX-HL-FL-CONE-SHA,DRX-HL-FL-RATTAN"
DRX-HL-FL-READING,crosssell,"DRX-HL-LC-EGG,DRX-HL-LC-BERGERE"
DRX-HL-FL-DRUM-SHA,related,"DRX-HL-FL-006,DRX-HL-FL-CONE-SHA,DRX-HL-FL-002"
DRX-HL-FL-DRUM-SHA,upsell,DRX-HL-FL-INDUSTRI
DRX-HL-FL-DRUM-SHA,crosssell,"DRX-HL-WA-MODERNIS,DRX-HL-SOFA-003"
DRX-HL-FL-CONE-SHA,related,"DRX-HL-FL-DRUM-SHA,DRX-HL-FL-RATTAN,DRX-HL-FL-006"
DRX-HL-FL-CONE-SHA,upsell,"DRX-HL-FL-RATTAN,DRX-HL-FL-INDUSTRI"
DRX-HL-FL-CONE-SHA,crosssell,"DRX-HL-SOFA-CAMELBAC,DRX-HL-SOFA-OSL"
DRX-HL-FL-RATTAN,related,"DRX-HL-FL-COMPACT,DRX-HL-FL-INDUSTRI,DRX-HL-FL-CONE-SHA"
DRX-HL-FL-RATTAN,upsell,DRX-HL-FL-INDUSTRI
DRX-HL-FL-RATTAN,crosssell,"DRX-HL-WA-002,DRX-HL-WA-003"
DRX-HL-FL-INDUSTRI,related,"DRX-HL-FL-RATTAN,DRX-HL-FL-MULTI-AR,DRX-HL-FL-DRUM-SHA"
DRX-HL-FL-INDUSTRI,crosssell,"DRX-HL-LC-003,DRX-HL-SOFA-HEL"
DRX-HL-FL-PLISS,related,"DRX-HL-FL-005,DRX-HL-FL-001,DRX-HL-FL-TRIPOD"
DRX-HL-FL-PLISS,upsell,"DRX-HL-FL-TORCHIER,DRX-HL-FL-DRUM-SHA"
DRX-HL-FL-PLISS,crosssell,"DRX-HL-LC-ACCENT,DRX-HL-LC-SWIVEL"
DRX-HL-FL-GLOBE,related,"DRX-HL-FL-005,DRX-HL-FL-MULTI-AR,DRX-HL-FL-003"
DRX-HL-FL-GLOBE,upsell,"DRX-HL-FL-COMPACT,DRX-HL-FL-RATTAN"
DRX-HL-FL-GLOBE,crosssell,"DRX-HL-WA-DRIED-FL,DRX-HL-LC-SLIPPER"
DRX-HL-FL-MULTI-AR,related,"DRX-HL-FL-002,DRX-HL-FL-READING,DRX-HL-FL-007"
DRX-HL-FL-MULTI-AR,upsell,"DRX-HL-FL-CONE-SHA,DRX-HL-FL-RATTAN"
DRX-HL-FL-MULTI-AR,crosssell,"DRX-HL-SOFA-OSL,DRX-HL-LC-EAMES-ST"
DRX-HL-FL-TORCHIER,related,"DRX-HL-FL-006,DRX-HL-FL-COMPACT,DRX-HL-FL-CONE-SHA"
DRX-HL-FL-TORCHIER,upsell,"DRX-HL-FL-RATTAN,DRX-HL-FL-INDUSTRI"
DRX-HL-FL-TORCHIER,crosssell,"DRX-HL-LC-004,DRX-HL-SOFA-MODULAR-"
DRX-HL-FL-COMPACT,related,"DRX-HL-FL-DRUM-SHA,DRX-HL-FL-006,DRX-HL-FL-CONE-SHA"
DRX-HL-FL-COMPACT,upsell,"DRX-HL-FL-INDUSTRI,DRX-HL-FL-RATTAN"
DRX-HL-FL-COMPACT,crosssell,"DRX-HL-WA-MOUNTAIN,DRX-HL-WA-SINGLE-B"
DRX-HL-TL-MUSHROOM,related,"DRX-HL-TL-CYLINDER,DRX-HL-TL-001,DRX-HL-TL-ORIGAMI"
DRX-HL-TL-MUSHROOM,upsell,"DRX-HL-TL-CORDLESS,DRX-HL-TL-APOTHECA"
DRX-HL-TL-MUSHROOM,crosssell,"DRX-HL-VAS-BULBOUS,DRX-HL-CT-ROUND-PE"
DRX-HL-TL-CERAMIC-,related,"DRX-HL-TL-005,DRX-HL-TL-003,DRX-HL-TL-MUSHROOM"
DRX-HL-TL-CERAMIC-,upsell,"DRX-HL-TL-BOUCLE-S,DRX-HL-TL-WOOD-BAS"
DRX-HL-TL-CERAMIC-,crosssell,"DRX-HL-CT-010,DRX-HL-VAS-TALL-CYL"
DRX-HL-TL-METAL-ST,related,"DRX-HL-TL-007,DRX-HL-TL-MARBLE,DRX-HL-TL-GLOBE-SH"
DRX-HL-TL-METAL-ST,upsell,"DRX-HL-TL-BOUCLE-S,DRX-HL-TL-WOOD-BAS"
